Date,ActualBooking,state_code,forecast_avg_bqfb,State,Division,Model_creation_date
11-01-2019,38,UT,31,Utah,Category I,11-10-2023
10-06-2020,49,NH,49,New Hampshire,Category D,11-10-2023
25-01-2021,95,TN,103,Tennessee,Category F,11-10-2023
10-04-2019,59,OR,69,Oregon,Category A,11-10-2023
13-09-2021,34,SD,33,South Dakota,Category F,11-10-2023
21-10-2021,91,AZ,92,Arizona,Category G,11-10-2023
22-03-2019,59,OH,68,Ohio,Category D,11-10-2023
18-06-2020,23,OR,14,Oregon,Category H,11-10-2023
30-03-2020,58,AR,48,Arkansas,Category F,11-10-2023
26-02-2020,93,NC,95,North Carolina,Category A,11-10-2023
27-02-2019,52,FL,51,Florida,Category D,11-10-2023
09-07-2020,31,ND,26,North Dakota,Category I,11-10-2023
05-07-2020,97,IN,102,Indiana,Category E,11-10-2023
25-02-2019,51,CT,52,Connecticut,Category G,11-10-2023
05-06-2019,17,KS,26,Kansas,Category D,11-10-2023
10-12-2021,29,HI,22,Hawaii,Category C,11-10-2023
22-11-2020,97,CO,104,Colorado,Category D,11-10-2023
16-05-2021,79,MD,73,Maryland,Category I,11-10-2023
06-02-2021,35,KS,40,Kansas,Category E,11-10-2023
15-01-2020,99,KY,102,Kentucky,Category B,11-10-2023
07-09-2019,1,MS,2,Mississippi,Category E,11-10-2023
24-07-2020,85,NM,82,New Mexico,Category F,11-10-2023
05-11-2021,9,VA,5,Virginia,Category J,11-10-2023
26-09-2019,50,TN,59,Tennessee,Category B,11-10-2023
12-02-2019,5,NH,5,New Hampshire,Category D,11-10-2023
18-02-2021,4,VA,0,Virginia,Category C,11-10-2023
20-02-2019,12,MO,12,Missouri,Category C,11-10-2023
19-01-2020,58,WY,67,Wyoming,Category A,11-10-2023
17-02-2019,83,ME,76,Maine,Category H,11-10-2023
29-05-2021,82,NJ,75,New Jersey,Category H,11-10-2023
12-03-2020,48,ID,46,Idaho,Category G,11-10-2023
20-08-2021,31,CO,27,Colorado,Category B,11-10-2023
02-11-2020,90,UT,85,Utah,Category E,11-10-2023
25-02-2019,71,NV,61,Nevada,Category I,11-10-2023
08-09-2021,6,KY,4,Kentucky,Category D,11-10-2023
31-07-2020,13,NC,12,North Carolina,Category C,11-10-2023
15-01-2019,72,WA,77,Washington,Category D,11-10-2023
17-10-2019,40,AZ,33,Arizona,Category F,11-10-2023
14-12-2021,13,CO,8,Colorado,Category A,11-10-2023
11-02-2020,14,FL,14,Florida,Category D,11-10-2023
19-11-2021,54,KS,56,Kansas,Category H,11-10-2023
19-01-2019,38,NM,41,New Mexico,Category C,11-10-2023
21-03-2019,61,WV,52,West Virginia,Category A,11-10-2023
26-06-2020,98,MI,107,Michigan,Category E,11-10-2023
30-04-2020,32,NJ,34,New Jersey,Category F,11-10-2023
02-02-2020,61,NM,55,New Mexico,Category A,11-10-2023
02-08-2019,31,VT,23,Vermont,Category B,11-10-2023
13-10-2020,94,SC,102,South Carolina,Category H,11-10-2023
30-10-2020,60,KS,53,Kansas,Category J,11-10-2023
08-08-2021,100,ID,108,Idaho,Category H,11-10-2023
09-04-2020,56,PA,57,Pennsylvania,Category H,11-10-2023
17-10-2020,95,AZ,103,Arizona,Category G,11-10-2023
26-03-2020,4,MD,11,Maryland,Category G,11-10-2023
19-03-2020,97,SD,99,South Dakota,Category F,11-10-2023
27-08-2021,99,NY,102,New York,Category G,11-10-2023
10-07-2020,81,NC,71,North Carolina,Category J,11-10-2023
26-06-2021,62,MA,62,Massachusetts,Category H,11-10-2023
05-04-2020,64,NY,73,New York,Category A,11-10-2023
08-09-2019,49,ME,55,Maine,Category D,11-10-2023
16-01-2019,15,TX,19,Texas,Category E,11-10-2023
18-04-2020,85,KY,94,Kentucky,Category G,11-10-2023
30-01-2019,22,MA,25,Massachusetts,Category F,11-10-2023
04-05-2019,91,OR,85,Oregon,Category J,11-10-2023
05-07-2021,41,VA,32,Virginia,Category G,11-10-2023
18-12-2021,32,MI,28,Michigan,Category F,11-10-2023
09-06-2021,13,MT,22,Montana,Category J,11-10-2023
13-03-2021,85,IA,90,Iowa,Category E,11-10-2023
22-08-2020,24,CA,21,California,Category F,11-10-2023
30-09-2019,11,SC,14,South Carolina,Category J,11-10-2023
10-06-2020,72,LA,78,Louisiana,Category H,11-10-2023
18-07-2021,95,TN,105,Tennessee,Category B,11-10-2023
13-11-2021,84,CT,83,Connecticut,Category B,11-10-2023
10-03-2021,72,CO,66,Colorado,Category E,11-10-2023
10-05-2019,39,RI,37,Rhode Island,Category A,11-10-2023
07-12-2020,52,MI,51,Michigan,Category C,11-10-2023
27-11-2019,39,WV,32,West Virginia,Category E,11-10-2023
16-01-2020,12,AK,6,Alaska,Category G,11-10-2023
20-06-2019,89,GA,89,Georgia,Category D,11-10-2023
28-10-2020,71,HI,67,Hawaii,Category E,11-10-2023
17-12-2021,77,IL,69,Illinois,Category D,11-10-2023
03-04-2019,37,CO,38,Colorado,Category B,11-10-2023
09-09-2021,13,AK,10,Alaska,Category H,11-10-2023
08-11-2019,92,WI,102,Wisconsin,Category C,11-10-2023
24-10-2019,70,DE,69,Delaware,Category I,11-10-2023
01-01-2021,97,CT,97,Connecticut,Category G,11-10-2023
13-09-2019,51,MT,59,Montana,Category F,11-10-2023
17-05-2021,2,IL,0,Illinois,Category C,11-10-2023
28-04-2019,71,VA,81,Virginia,Category A,11-10-2023
14-01-2020,70,NV,65,Nevada,Category J,11-10-2023
08-08-2019,94,AZ,99,Arizona,Category A,11-10-2023
03-10-2021,39,MS,38,Mississippi,Category A,11-10-2023
24-05-2019,53,CT,59,Connecticut,Category A,11-10-2023
27-09-2021,12,WA,8,Washington,Category B,11-10-2023
01-08-2020,10,OH,1,Ohio,Category C,11-10-2023
04-08-2020,50,MS,55,Mississippi,Category C,11-10-2023
24-03-2020,70,TN,75,Tennessee,Category J,11-10-2023
01-07-2021,22,WI,22,Wisconsin,Category H,11-10-2023
01-04-2021,91,IL,98,Illinois,Category H,11-10-2023
14-12-2019,12,WV,2,West Virginia,Category F,11-10-2023
17-01-2021,78,IN,76,Indiana,Category H,11-10-2023
29-03-2021,99,ME,98,Maine,Category C,11-10-2023
07-03-2020,75,AK,78,Alaska,Category D,11-10-2023
21-05-2020,81,FL,71,Florida,Category D,11-10-2023
12-12-2020,64,VT,55,Vermont,Category J,11-10-2023
14-07-2020,30,KY,36,Kentucky,Category B,11-10-2023
02-02-2021,18,FL,23,Florida,Category C,11-10-2023
10-01-2020,49,MO,53,Missouri,Category D,11-10-2023
19-11-2021,45,SD,52,South Dakota,Category I,11-10-2023
07-02-2020,12,MA,21,Massachusetts,Category I,11-10-2023
17-12-2019,70,FL,76,Florida,Category A,11-10-2023
05-06-2021,10,NH,8,New Hampshire,Category I,11-10-2023
27-01-2021,29,KS,22,Kansas,Category J,11-10-2023
02-03-2021,84,LA,83,Louisiana,Category E,11-10-2023
15-11-2021,1,NJ,0,New Jersey,Category D,11-10-2023
18-02-2021,50,NH,46,New Hampshire,Category B,11-10-2023
04-06-2020,41,TX,38,Texas,Category E,11-10-2023
30-10-2021,84,SD,86,South Dakota,Category G,11-10-2023
03-09-2021,74,TN,72,Tennessee,Category H,11-10-2023
18-10-2019,30,VT,24,Vermont,Category J,11-10-2023
11-10-2019,78,NE,72,Nebraska,Category E,11-10-2023
10-08-2020,35,ME,42,Maine,Category D,11-10-2023
23-11-2019,57,RI,49,Rhode Island,Category J,11-10-2023
20-05-2019,48,DE,44,Delaware,Category B,11-10-2023
30-01-2020,94,ID,102,Idaho,Category I,11-10-2023
26-08-2021,83,WI,76,Wisconsin,Category D,11-10-2023
03-12-2021,89,RI,83,Rhode Island,Category G,11-10-2023
30-05-2021,66,SC,56,South Carolina,Category D,11-10-2023
23-06-2020,90,MI,95,Michigan,Category A,11-10-2023
30-04-2019,4,ND,14,North Dakota,Category A,11-10-2023
19-09-2021,68,WY,68,Wyoming,Category J,11-10-2023
25-08-2019,8,NJ,15,New Jersey,Category E,11-10-2023
07-08-2021,30,WA,37,Washington,Category H,11-10-2023
16-10-2021,28,DE,24,Delaware,Category B,11-10-2023
28-06-2021,65,NE,75,Nebraska,Category I,11-10-2023
01-10-2020,14,HI,10,Hawaii,Category J,11-10-2023
05-09-2021,21,OH,26,Ohio,Category F,11-10-2023
16-08-2020,22,NY,32,New York,Category F,11-10-2023
01-05-2021,43,AZ,43,Arizona,Category J,11-10-2023
29-04-2021,32,IN,36,Indiana,Category E,11-10-2023
25-04-2019,92,WA,83,Washington,Category B,11-10-2023
06-01-2021,30,NH,38,New Hampshire,Category E,11-10-2023
27-09-2020,62,TN,60,Tennessee,Category J,11-10-2023
15-05-2021,47,HI,50,Hawaii,Category J,11-10-2023
08-08-2020,51,ME,43,Maine,Category H,11-10-2023
24-08-2019,64,GA,72,Georgia,Category F,11-10-2023
10-05-2021,38,NJ,48,New Jersey,Category F,11-10-2023
17-01-2019,34,TX,40,Texas,Category F,11-10-2023
02-05-2021,88,CA,84,California,Category E,11-10-2023
26-01-2019,32,OK,42,Oklahoma,Category H,11-10-2023
07-02-2019,73,WA,75,Washington,Category J,11-10-2023
07-09-2019,53,OK,56,Oklahoma,Category B,11-10-2023
29-04-2021,62,MI,68,Michigan,Category H,11-10-2023
06-01-2021,66,MT,71,Montana,Category E,11-10-2023
19-07-2020,78,NM,76,New Mexico,Category F,11-10-2023
12-07-2021,10,SC,19,South Carolina,Category I,11-10-2023
22-05-2021,48,SD,58,South Dakota,Category G,11-10-2023
20-03-2019,93,WY,85,Wyoming,Category D,11-10-2023
20-01-2020,50,AZ,51,Arizona,Category B,11-10-2023
22-04-2019,87,NC,82,North Carolina,Category I,11-10-2023
19-04-2019,61,TN,54,Tennessee,Category E,11-10-2023
19-10-2019,93,UT,102,Utah,Category B,11-10-2023
01-01-2019,62,CO,68,Colorado,Category I,11-10-2023
17-07-2021,58,TX,60,Texas,Category A,11-10-2023
12-07-2021,89,WV,95,West Virginia,Category B,11-10-2023
23-11-2020,80,ID,79,Idaho,Category A,11-10-2023
19-03-2019,63,TX,65,Texas,Category C,11-10-2023
06-10-2021,100,NJ,105,New Jersey,Category I,11-10-2023
30-05-2020,22,SD,19,South Dakota,Category F,11-10-2023
19-10-2019,87,IL,96,Illinois,Category C,11-10-2023
24-10-2020,69,MN,62,Minnesota,Category D,11-10-2023
15-07-2019,16,OH,16,Ohio,Category J,11-10-2023
11-05-2021,31,OH,31,Ohio,Category J,11-10-2023
09-03-2020,53,TX,55,Texas,Category H,11-10-2023
01-10-2021,89,RI,79,Rhode Island,Category E,11-10-2023
04-08-2021,76,NJ,78,New Jersey,Category G,11-10-2023
01-06-2019,28,MI,35,Michigan,Category A,11-10-2023
15-03-2020,100,NM,102,New Mexico,Category G,11-10-2023
23-10-2019,54,RI,46,Rhode Island,Category H,11-10-2023
01-05-2021,86,NH,89,New Hampshire,Category C,11-10-2023
23-02-2021,53,PA,43,Pennsylvania,Category D,11-10-2023
26-11-2020,47,MO,50,Missouri,Category C,11-10-2023
15-02-2019,45,ID,37,Idaho,Category F,11-10-2023
08-02-2021,88,MA,92,Massachusetts,Category E,11-10-2023
02-05-2021,20,LA,11,Louisiana,Category B,11-10-2023
13-02-2019,53,AR,63,Arkansas,Category C,11-10-2023
03-05-2019,30,MI,28,Michigan,Category J,11-10-2023
20-04-2021,18,HI,20,Hawaii,Category C,11-10-2023
01-01-2021,26,AR,29,Arkansas,Category F,11-10-2023
04-06-2019,40,OR,39,Oregon,Category F,11-10-2023
21-03-2019,86,VA,91,Virginia,Category H,11-10-2023
22-01-2020,15,VA,20,Virginia,Category J,11-10-2023
12-02-2019,47,NH,47,New Hampshire,Category F,11-10-2023
12-05-2020,31,AZ,31,Arizona,Category A,11-10-2023
22-11-2020,61,NM,53,New Mexico,Category G,11-10-2023
08-07-2020,24,MD,32,Maryland,Category H,11-10-2023
14-12-2020,73,AR,71,Arkansas,Category A,11-10-2023
26-08-2021,92,MO,94,Missouri,Category I,11-10-2023
05-05-2020,76,MD,68,Maryland,Category I,11-10-2023
30-09-2020,96,WY,91,Wyoming,Category D,11-10-2023
09-12-2020,31,AZ,39,Arizona,Category G,11-10-2023
21-10-2021,3,FL,8,Florida,Category F,11-10-2023
18-03-2020,72,SC,67,South Carolina,Category B,11-10-2023
01-11-2020,17,OK,19,Oklahoma,Category F,11-10-2023
09-09-2020,32,AL,30,Alabama,Category D,11-10-2023
30-03-2019,58,VT,59,Vermont,Category F,11-10-2023
11-04-2020,87,ID,82,Idaho,Category E,11-10-2023
28-10-2021,27,MD,33,Maryland,Category D,11-10-2023
13-11-2019,53,KS,44,Kansas,Category C,11-10-2023
08-05-2021,87,IN,97,Indiana,Category D,11-10-2023
20-03-2020,5,OK,10,Oklahoma,Category I,11-10-2023
14-02-2019,83,IL,93,Illinois,Category E,11-10-2023
19-01-2019,5,CA,0,California,Category A,11-10-2023
30-04-2019,93,LA,96,Louisiana,Category A,11-10-2023
15-03-2019,59,CT,51,Connecticut,Category D,11-10-2023
18-03-2019,99,CA,101,California,Category F,11-10-2023
10-12-2019,99,RI,93,Rhode Island,Category C,11-10-2023
01-01-2020,97,ID,100,Idaho,Category C,11-10-2023
08-09-2021,63,NE,64,Nebraska,Category J,11-10-2023
01-03-2020,69,SC,70,South Carolina,Category J,11-10-2023
03-07-2020,16,SC,7,South Carolina,Category C,11-10-2023
15-03-2021,98,LA,102,Louisiana,Category F,11-10-2023
27-10-2021,54,AR,60,Arkansas,Category H,11-10-2023
17-09-2019,44,CT,46,Connecticut,Category E,11-10-2023
05-12-2021,53,LA,56,Louisiana,Category F,11-10-2023
21-07-2020,96,RI,90,Rhode Island,Category I,11-10-2023
14-08-2020,94,NE,85,Nebraska,Category E,11-10-2023
16-04-2020,99,WI,109,Wisconsin,Category H,11-10-2023
15-06-2021,97,TN,97,Tennessee,Category B,11-10-2023
09-11-2019,8,WV,17,West Virginia,Category B,11-10-2023
02-03-2020,45,NM,54,New Mexico,Category F,11-10-2023
24-12-2021,20,NH,21,New Hampshire,Category F,11-10-2023
29-09-2019,88,IN,94,Indiana,Category J,11-10-2023
11-01-2021,39,PA,41,Pennsylvania,Category A,11-10-2023
04-04-2019,77,NC,69,North Carolina,Category I,11-10-2023
23-11-2020,16,HI,18,Hawaii,Category C,11-10-2023
01-12-2019,61,OK,63,Oklahoma,Category I,11-10-2023
13-01-2021,10,IL,11,Illinois,Category B,11-10-2023
13-12-2019,33,CA,23,California,Category F,11-10-2023
30-03-2020,96,ID,90,Idaho,Category E,11-10-2023
13-12-2021,88,WY,97,Wyoming,Category J,11-10-2023
26-04-2020,91,AR,82,Arkansas,Category D,11-10-2023
03-10-2020,15,PA,9,Pennsylvania,Category H,11-10-2023
10-02-2019,21,TX,11,Texas,Category J,11-10-2023
19-10-2021,3,AK,0,Alaska,Category D,11-10-2023
26-08-2020,27,NH,29,New Hampshire,Category B,11-10-2023
07-07-2019,66,MN,73,Minnesota,Category E,11-10-2023
10-09-2019,11,TX,17,Texas,Category C,11-10-2023
23-10-2019,7,ME,5,Maine,Category G,11-10-2023
11-11-2021,26,OR,26,Oregon,Category E,11-10-2023
01-06-2019,5,AZ,0,Arizona,Category J,11-10-2023
11-05-2020,1,NC,7,North Carolina,Category F,11-10-2023
21-02-2019,78,SD,68,South Dakota,Category E,11-10-2023
06-05-2020,84,SC,86,South Carolina,Category A,11-10-2023
31-01-2021,100,ID,95,Idaho,Category J,11-10-2023
18-03-2019,11,CT,8,Connecticut,Category G,11-10-2023
07-12-2019,35,NE,43,Nebraska,Category C,11-10-2023
03-12-2021,7,MA,15,Massachusetts,Category H,11-10-2023
28-07-2020,99,DE,98,Delaware,Category A,11-10-2023
24-07-2021,90,VA,87,Virginia,Category E,11-10-2023
28-12-2021,85,CT,77,Connecticut,Category G,11-10-2023
09-04-2020,35,DE,44,Delaware,Category B,11-10-2023
11-09-2019,73,OR,80,Oregon,Category H,11-10-2023
30-10-2019,63,PA,57,Pennsylvania,Category E,11-10-2023
25-06-2020,5,AZ,0,Arizona,Category H,11-10-2023
24-09-2019,45,TX,49,Texas,Category F,11-10-2023
31-03-2019,87,RI,86,Rhode Island,Category A,11-10-2023
22-05-2019,15,NY,17,New York,Category E,11-10-2023
10-08-2021,77,NH,72,New Hampshire,Category I,11-10-2023
10-04-2019,79,OR,84,Oregon,Category H,11-10-2023
07-01-2020,44,AR,53,Arkansas,Category E,11-10-2023
26-02-2019,48,ME,54,Maine,Category A,11-10-2023
23-05-2019,60,TN,68,Tennessee,Category J,11-10-2023
01-05-2019,32,CO,29,Colorado,Category J,11-10-2023
07-03-2019,15,DE,9,Delaware,Category C,11-10-2023
21-12-2021,12,NJ,11,New Jersey,Category E,11-10-2023
21-02-2021,67,OR,73,Oregon,Category J,11-10-2023
25-05-2021,28,IA,32,Iowa,Category A,11-10-2023
28-09-2021,70,TN,80,Tennessee,Category G,11-10-2023
18-04-2020,93,MN,91,Minnesota,Category I,11-10-2023
29-05-2019,29,OK,21,Oklahoma,Category J,11-10-2023
21-08-2019,56,WY,49,Wyoming,Category I,11-10-2023
23-10-2020,79,IA,83,Iowa,Category C,11-10-2023
27-08-2020,42,MD,51,Maryland,Category E,11-10-2023
22-05-2019,37,AR,41,Arkansas,Category H,11-10-2023
09-04-2021,86,NE,89,Nebraska,Category C,11-10-2023
17-10-2019,16,NV,23,Nevada,Category I,11-10-2023
15-12-2019,58,TN,50,Tennessee,Category J,11-10-2023
12-12-2020,8,AK,12,Alaska,Category E,11-10-2023
24-01-2020,27,MA,23,Massachusetts,Category I,11-10-2023
30-10-2020,7,IN,0,Indiana,Category C,11-10-2023
12-02-2020,10,MN,20,Minnesota,Category A,11-10-2023
09-06-2019,48,OK,41,Oklahoma,Category H,11-10-2023
11-11-2019,3,NV,12,Nevada,Category C,11-10-2023
03-04-2021,38,IA,44,Iowa,Category A,11-10-2023
22-11-2021,69,MT,79,Montana,Category C,11-10-2023
18-04-2020,58,IA,52,Iowa,Category I,11-10-2023
03-07-2021,44,ME,53,Maine,Category H,11-10-2023
25-02-2021,28,IL,28,Illinois,Category D,11-10-2023
12-03-2021,83,MA,92,Massachusetts,Category B,11-10-2023
03-02-2021,74,NY,66,New York,Category B,11-10-2023
01-07-2020,9,ID,2,Idaho,Category H,11-10-2023
26-07-2020,90,AZ,81,Arizona,Category J,11-10-2023
14-03-2021,92,RI,93,Rhode Island,Category D,11-10-2023
24-10-2021,65,PA,57,Pennsylvania,Category H,11-10-2023
05-10-2020,76,CA,75,California,Category C,11-10-2023
23-01-2020,55,KY,59,Kentucky,Category H,11-10-2023
20-01-2020,70,MI,73,Michigan,Category A,11-10-2023
21-04-2020,80,CA,73,California,Category F,11-10-2023
20-04-2019,90,NV,97,Nevada,Category I,11-10-2023
07-07-2019,87,DE,91,Delaware,Category H,11-10-2023
01-01-2020,76,OH,86,Ohio,Category C,11-10-2023
12-06-2019,76,FL,68,Florida,Category E,11-10-2023
14-01-2021,33,RI,35,Rhode Island,Category B,11-10-2023
12-10-2020,89,ND,86,North Dakota,Category H,11-10-2023
16-10-2020,32,AK,41,Alaska,Category G,11-10-2023
01-08-2019,97,MA,97,Massachusetts,Category J,11-10-2023
02-06-2021,30,KY,21,Kentucky,Category G,11-10-2023
15-02-2020,80,NV,85,Nevada,Category I,11-10-2023
02-09-2020,73,OH,64,Ohio,Category E,11-10-2023
23-10-2019,31,MO,33,Missouri,Category D,11-10-2023
29-11-2020,59,PA,52,Pennsylvania,Category B,11-10-2023
30-08-2020,24,HI,27,Hawaii,Category C,11-10-2023
26-01-2020,97,SC,95,South Carolina,Category G,11-10-2023
19-11-2019,74,NJ,68,New Jersey,Category D,11-10-2023
29-10-2020,46,RI,36,Rhode Island,Category B,11-10-2023
16-12-2019,9,CA,15,California,Category H,11-10-2023
27-07-2021,5,MT,3,Montana,Category C,11-10-2023
22-04-2019,16,NV,25,Nevada,Category E,11-10-2023
17-01-2021,64,OH,69,Ohio,Category E,11-10-2023
12-02-2019,91,UT,82,Utah,Category B,11-10-2023
28-11-2020,60,MO,51,Missouri,Category H,11-10-2023
19-11-2020,75,NY,66,New York,Category D,11-10-2023
26-07-2019,46,VA,46,Virginia,Category F,11-10-2023
03-04-2021,40,AK,35,Alaska,Category A,11-10-2023
29-01-2019,63,IL,62,Illinois,Category D,11-10-2023
24-01-2021,31,KS,36,Kansas,Category F,11-10-2023
26-12-2021,26,ME,25,Maine,Category A,11-10-2023
06-02-2021,29,VT,26,Vermont,Category G,11-10-2023
19-05-2019,20,CT,27,Connecticut,Category J,11-10-2023
13-10-2019,81,MO,84,Missouri,Category B,11-10-2023
20-12-2020,89,CA,98,California,Category J,11-10-2023
15-11-2021,100,MD,95,Maryland,Category A,11-10-2023
12-02-2019,14,NC,6,North Carolina,Category F,11-10-2023
15-12-2020,79,MO,74,Missouri,Category F,11-10-2023
12-06-2021,19,IN,12,Indiana,Category F,11-10-2023
01-05-2021,49,NC,56,North Carolina,Category J,11-10-2023
26-01-2019,31,WV,27,West Virginia,Category C,11-10-2023
01-03-2021,1,IL,4,Illinois,Category J,11-10-2023
25-11-2019,91,AL,93,Alabama,Category J,11-10-2023
11-10-2021,87,MN,92,Minnesota,Category J,11-10-2023
30-09-2020,44,MI,48,Michigan,Category E,11-10-2023
19-07-2021,72,MA,65,Massachusetts,Category F,11-10-2023
11-01-2021,49,WV,58,West Virginia,Category C,11-10-2023
03-12-2019,14,CT,6,Connecticut,Category G,11-10-2023
13-05-2020,52,ID,47,Idaho,Category H,11-10-2023
06-10-2019,84,IA,80,Iowa,Category G,11-10-2023
04-02-2020,82,MO,84,Missouri,Category J,11-10-2023
24-05-2021,45,KS,38,Kansas,Category H,11-10-2023
22-12-2021,6,KS,12,Kansas,Category C,11-10-2023
19-07-2021,45,FL,48,Florida,Category B,11-10-2023
06-07-2021,100,ID,95,Idaho,Category B,11-10-2023
17-02-2019,92,VA,93,Virginia,Category A,11-10-2023
17-11-2021,42,AR,48,Arkansas,Category C,11-10-2023
21-10-2021,47,NV,40,Nevada,Category F,11-10-2023
26-07-2021,33,OH,29,Ohio,Category F,11-10-2023
12-12-2019,76,VA,83,Virginia,Category I,11-10-2023
27-11-2021,83,UT,81,Utah,Category J,11-10-2023
05-12-2020,13,MS,6,Mississippi,Category E,11-10-2023
12-07-2019,3,UT,1,Utah,Category H,11-10-2023
27-08-2019,70,AL,69,Alabama,Category I,11-10-2023
16-01-2021,69,GA,63,Georgia,Category H,11-10-2023
05-03-2021,70,FL,60,Florida,Category B,11-10-2023
25-05-2020,74,TX,79,Texas,Category E,11-10-2023
03-05-2021,32,OK,33,Oklahoma,Category H,11-10-2023
14-05-2021,81,RI,81,Rhode Island,Category I,11-10-2023
21-12-2019,56,NV,51,Nevada,Category H,11-10-2023
26-05-2021,62,OK,55,Oklahoma,Category G,11-10-2023
18-12-2019,1,TN,0,Tennessee,Category B,11-10-2023
24-03-2019,99,ND,93,North Dakota,Category G,11-10-2023
19-03-2020,42,WI,42,Wisconsin,Category E,11-10-2023
07-03-2019,92,CO,95,Colorado,Category C,11-10-2023
22-03-2019,13,WY,8,Wyoming,Category B,11-10-2023
03-05-2021,5,MT,8,Montana,Category G,11-10-2023
13-03-2019,89,MI,82,Michigan,Category A,11-10-2023
21-01-2021,54,PA,52,Pennsylvania,Category F,11-10-2023
18-12-2019,29,FL,34,Florida,Category D,11-10-2023
13-06-2019,47,VT,52,Vermont,Category G,11-10-2023
21-12-2020,53,OK,43,Oklahoma,Category I,11-10-2023
22-05-2021,77,TX,76,Texas,Category I,11-10-2023
23-09-2019,16,GA,26,Georgia,Category I,11-10-2023
27-10-2020,52,HI,49,Hawaii,Category B,11-10-2023
06-06-2021,65,VA,71,Virginia,Category E,11-10-2023
10-01-2021,22,NV,30,Nevada,Category G,11-10-2023
02-08-2019,64,AR,74,Arkansas,Category I,11-10-2023
22-03-2021,29,AR,23,Arkansas,Category A,11-10-2023
28-11-2019,81,WI,88,Wisconsin,Category C,11-10-2023
17-11-2021,31,SD,28,South Dakota,Category G,11-10-2023
22-12-2021,54,WA,63,Washington,Category F,11-10-2023
18-03-2020,15,IN,5,Indiana,Category I,11-10-2023
14-09-2019,68,MD,62,Maryland,Category B,11-10-2023
17-12-2019,50,AK,43,Alaska,Category D,11-10-2023
04-07-2019,88,TN,90,Tennessee,Category H,11-10-2023
16-07-2021,13,MO,14,Missouri,Category A,11-10-2023
17-07-2020,100,SC,110,South Carolina,Category C,11-10-2023
21-04-2021,87,ME,94,Maine,Category F,11-10-2023
16-07-2019,79,RI,83,Rhode Island,Category A,11-10-2023
29-04-2020,21,NE,15,Nebraska,Category I,11-10-2023
19-12-2020,25,ME,20,Maine,Category F,11-10-2023
30-06-2020,90,ME,92,Maine,Category D,11-10-2023
14-01-2020,20,VA,22,Virginia,Category J,11-10-2023
16-12-2019,49,CT,43,Connecticut,Category F,11-10-2023
25-01-2021,96,AL,93,Alabama,Category D,11-10-2023
21-12-2020,21,CT,14,Connecticut,Category I,11-10-2023
02-09-2019,25,ID,18,Idaho,Category D,11-10-2023
19-12-2019,19,KS,25,Kansas,Category I,11-10-2023
01-09-2020,70,CA,70,California,Category G,11-10-2023
22-09-2021,84,AZ,79,Arizona,Category C,11-10-2023
13-07-2019,29,CO,35,Colorado,Category H,11-10-2023
31-05-2020,2,MO,3,Missouri,Category H,11-10-2023
24-09-2021,14,NE,11,Nebraska,Category E,11-10-2023
